question,source_type,has_numeric,has_category,has_datetime,has_text,intent,answer_depth,operation,best_chart,chart_required,needs_numeric,needs_category,needs_datetime,needs_text
Compare cart value across categorys,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the minimum impressions?,csv,true,true,true,false,aggregation,direct_answer,min,kpi_card,false,true,false,false,false
Find reason for error count increase,json,true,true,true,true,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Show top hospitals by length of stay,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show total impressions,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Break down profit by vendor,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show quantity by country,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down request count by user type,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Is there a relationship between salary and bonus?,excel,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Forecast error count for next quarter,json,true,true,true,true,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Group discount by category,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Predict next month performance score,excel,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Top 10 categorys by cart value,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Break down quantity by customer,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
How has orders changed over time?,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show income by date,parquet,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Show top regions by latency,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Are there duplicate records?,csv,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Plot impressions by month,csv,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Compare response time across regions,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Top 10 products by profit,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Top 10 doctors by length of stay,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the overall sales?,csv,true,true,true,false,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
Show range of balance values,parquet,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Rank regions by total clicks,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the highest latency value?,json,true,true,true,true,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Which region has the highest revenue?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
What is the highest income value?,parquet,true,true,true,false,aggregation,direct_answer,max,kpi_card,false,true,false,false,false
Group grade by school,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What is the overall error count?,json,true,true,true,true,aggregation,direct_answer,sum,kpi_card,false,true,false,false,false
How many rows are there?,json,true,true,true,true,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Which machine has the highest sensor value?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Are review score and sentiment score related?,json,true,true,true,true,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Top 10 departments by length of stay,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which product has the highest cart value?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show profit by sales person,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show sentiment score by region,json,true,true,true,true,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down revenue by product,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Top 10 campaigns by conversion rate,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Which region has the highest request count?,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show histogram of review score,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Show spread of latency,json,true,true,true,true,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Explain error count decline,json,true,true,true,true,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Group pass rate by subject,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Are there duplicate records?,parquet,true,true,true,false,data_quality,data_quality_answer,duplicate_check,table,false,false,false,false,false
Group discount by channel,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Forecast response time for next quarter,json,true,true,true,true,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
Show monthly error count trend,json,true,true,true,true,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Compare performance score by location,excel,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which job role has the highest salary?,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show pressure by machine,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show yearly bonus trend,excel,true,true,true,false,trend_analysis,visual_answer,time_groupby_sum,line_chart,true,true,false,true,false
Explain review score decline,json,true,true,true,true,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
Predict next month grade,csv,true,true,true,false,forecasting,deep_analysis,forecast,line_chart,true,true,false,true,false
What is the distribution of age?,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Group grade by subject,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down expense by department,parquet,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show range of age values,csv,true,true,true,false,distribution,visual_answer,distribution,histogram,true,true,false,false,false
Which region performed best?,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Rank products by total rating,json,true,true,true,true,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Are there outliers in balance?,parquet,true,true,true,false,distribution,small_summary,outlier_check,box_plot,true,true,false,false,false
How large is this dataset?,csv,true,true,true,false,schema_question,direct_answer,count_rows,kpi_card,false,false,false,false,false
Which diagnosis has the highest age?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show top locations by performance score,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare revenue across channels,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Break down revenue by country,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Which sales person has the highest amount?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare pass rate by student,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
What columns are available?,json,true,true,true,true,schema_question,direct_answer,list_columns,table,false,false,false,false,false
Show top locations by speed,parquet,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Show missing values in the dataset,csv,true,true,true,false,data_quality,data_quality_answer,null_check,table,false,false,false,false,false
Calculate average cart value,csv,true,true,true,false,aggregation,direct_answer,mean,kpi_card,false,true,false,false,false
Group conversion rate by campaign,csv,true,true,true,false,comparison,visual_answer,groupby_sum,bar_chart,true,true,true,false,false
Show correlation between patient count and age,csv,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Rank managers by total bonus,excel,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Compare pressure and sensor value,parquet,true,true,true,false,correlation,visual_answer,correlation,scatter_plot,true,true,false,false,false
Which student performed best?,csv,true,true,true,false,ranking,small_summary,groupby_sum_sort_desc,horizontal_bar_chart,true,true,true,false,false
Are there invalid values?,parquet,true,true,true,false,data_quality,data_quality_answer,data_quality_summary,table,false,false,false,false,false
Why did revenue decrease?,csv,true,true,true,false,diagnostic_analysis,deep_analysis,diagnostic_analysis,multi_chart_dashboard,true,true,true,true,false
